sport,event,year,athlete_id,country_id,bronze,silver,gold
Wrestling,Final,2008,339,49,1,0,1
Shooting,100m,2008,885,28,0,0,0
Boxing,Final,2008,724,48,0,0,1
Swimming,100m,2008,200,4,0,1,1
Boxing,100m,2024,335,9,0,1,0
Athletics,Final,2008,28,26,1,1,0
Athletics,Freestyle,2004,263,21,0,0,0
Wrestling,Butterfly,2008,211,48,0,0,0
Gymnastics,Final,2004,33,21,0,0,0
Gymnastics,100m,2012,387,9,0,0,0
Athletics,200m,2008,263,35,1,0,0
Weightlifting,200m,2008,234,42,0,1,0
Shooting,Butterfly,2004,816,14,0,0,1
Boxing,Butterfly,2024,291,22,0,0,1
Gymnastics,Singles,2016,306,50,1,1,1
Swimming,400m,2012,598,33,1,1,0
Rowing,400m,2024,56,47,1,0,1
Tennis,All Around,2024,927,16,1,1,0
Weightlifting,All Around,2008,365,26,0,1,0
Wrestling,Butterfly,2012,834,22,0,1,1
Wrestling,400m,2012,807,16,0,1,1
Rowing,200m,2012,485,24,0,0,1
Weightlifting,Freestyle,2008,296,29,1,1,1
Boxing,Relay,2012,214,36,1,0,1
Cycling,400m,2012,208,46,1,1,0
Rowing,200m,2012,487,6,0,1,1
Cycling,Singles,2008,332,18,0,1,1
Shooting,Freestyle,2020,768,28,0,0,1
Athletics,Butterfly,2024,552,10,1,1,0
Weightlifting,Doubles,2020,807,43,0,1,0
Boxing,Relay,2024,970,33,0,0,1
Shooting,Relay,2024,473,6,0,0,0
Tennis,Relay,2016,134,25,0,1,0
Swimming,200m,2012,550,40,1,1,0
Shooting,400m,2016,750,18,0,0,0
Athletics,Final,2016,803,13,1,1,1
Gymnastics,Freestyle,2024,285,10,0,1,1
Boxing,Butterfly,2008,940,13,0,1,0
Weightlifting,Doubles,2024,921,20,0,0,1
Weightlifting,Final,2020,867,43,0,0,0
Wrestling,Butterfly,2024,300,37,1,0,1
Tennis,100m,2016,699,36,0,0,1
Cycling,Doubles,2004,34,7,1,0,0
Boxing,Doubles,2004,117,26,0,1,0
Athletics,Relay,2008,238,18,1,0,1
Wrestling,All Around,2024,820,14,1,0,1
Swimming,Doubles,2020,817,45,1,0,0
Athletics,Butterfly,2016,615,14,0,0,1
Shooting,200m,2004,411,1,1,0,0
Swimming,Final,2024,921,11,0,0,1
Wrestling,200m,2016,938,35,0,0,0
Cycling,Final,2008,125,50,0,1,1
Rowing,Singles,2012,910,10,0,0,1
Cycling,200m,2016,63,45,1,0,1
Weightlifting,200m,2008,943,35,1,0,0
Boxing,All Around,2004,876,45,0,1,0
Cycling,400m,2024,101,38,1,0,0
Rowing,All Around,2024,889,1,0,0,1
Athletics,200m,2008,861,35,1,1,1
Gymnastics,All Around,2024,77,50,0,1,1
Shooting,Freestyle,2016,390,19,1,0,0
Cycling,Singles,2004,39,41,1,1,0
Wrestling,200m,2020,294,11,0,0,0
Boxing,Final,2004,78,46,0,0,1
Cycling,Freestyle,2004,421,39,1,0,1
Athletics,Butterfly,2020,260,23,1,0,1
Gymnastics,All Around,2024,320,5,0,0,1
Rowing,All Around,2024,829,5,1,1,1
Wrestling,Butterfly,2020,290,33,0,0,0
Boxing,200m,2020,644,45,1,1,1
Boxing,Butterfly,2008,375,24,1,0,0
Tennis,200m,2016,160,25,1,0,1
Wrestling,Freestyle,2004,266,25,0,1,0
Swimming,200m,2012,880,42,1,0,0
Swimming,Butterfly,2020,664,27,0,1,0
Shooting,All Around,2004,898,1,0,1,1
Shooting,Doubles,2004,689,18,0,1,0
Shooting,400m,2004,484,27,0,0,0
Athletics,Freestyle,2024,166,9,0,0,0
Gymnastics,400m,2020,159,19,0,1,1
Boxing,400m,2020,198,23,1,0,0
Rowing,200m,2004,744,49,1,1,0
Cycling,Freestyle,2004,722,8,0,1,0
Boxing,Relay,2012,991,50,1,0,0
Shooting,Doubles,2008,946,1,1,1,0
Boxing,All Around,2020,42,39,1,0,0
Gymnastics,Singles,2004,872,5,0,1,0
Weightlifting,Final,2024,966,22,0,1,0
Weightlifting,Freestyle,2008,806,49,0,1,1
Tennis,Singles,2016,820,30,1,0,0
Gymnastics,200m,2024,523,44,0,0,1
Cycling,Freestyle,2016,935,36,0,0,1
Shooting,Doubles,2004,684,10,0,0,1
Rowing,Relay,2024,413,39,0,1,1
Shooting,Freestyle,2012,937,32,1,1,0
Shooting,Final,2008,590,48,0,1,1
Weightlifting,100m,2024,306,23,0,1,0
Wrestling,200m,2024,50,25,1,1,1
Cycling,Relay,2016,775,18,1,1,0
Athletics,Butterfly,2012,148,29,1,0,0
Wrestling,Singles,2004,307,38,0,0,1
Cycling,100m,2020,288,13,1,1,0
Weightlifting,Butterfly,2012,276,20,1,1,0
Boxing,100m,2020,289,44,0,0,0
Rowing,400m,2008,309,33,0,0,1
Athletics,All Around,2024,130,20,0,1,1
Cycling,Butterfly,2020,111,21,1,1,1
Rowing,Doubles,2004,394,12,1,1,0
Gymnastics,Final,2008,378,29,0,0,0
Cycling,400m,2020,814,22,1,1,0
Cycling,200m,2012,656,35,0,1,0
Swimming,Final,2004,934,9,1,1,0
Weightlifting,Doubles,2004,454,11,0,1,1
Gymnastics,Doubles,2008,850,9,0,1,0
Wrestling,All Around,2020,950,50,0,0,1
Cycling,Doubles,2008,922,26,1,0,1
Swimming,Butterfly,2008,130,23,0,0,0
Cycling,Doubles,2008,513,3,1,1,0
Gymnastics,400m,2004,429,7,0,0,0
Cycling,Relay,2012,634,15,1,1,0
Weightlifting,100m,2004,60,42,0,0,1
Wrestling,200m,2016,150,12,1,1,1
Tennis,200m,2020,758,24,1,1,0
Tennis,Doubles,2020,832,10,0,0,1
Boxing,Relay,2008,761,15,0,1,1
Tennis,Singles,2004,292,22,1,1,1
Rowing,Relay,2016,14,48,0,1,1
Cycling,Doubles,2024,935,7,0,1,1
Wrestling,Butterfly,2024,439,22,0,1,0
Tennis,Butterfly,2004,129,2,0,0,1
Tennis,Singles,2004,417,43,0,0,0
Gymnastics,Relay,2004,692,8,1,1,1
Swimming,Butterfly,2024,846,31,1,0,1
Cycling,400m,2008,204,44,1,0,1
Weightlifting,400m,2004,890,9,1,1,1
Wrestling,Relay,2016,86,6,1,0,1
Cycling,100m,2004,30,48,0,1,1
Cycling,Doubles,2020,579,45,0,0,0
Cycling,400m,2012,448,23,1,1,0
Gymnastics,All Around,2020,731,17,0,1,0
Tennis,Butterfly,2012,584,5,1,0,0
Swimming,200m,2004,798,18,0,1,1
Gymnastics,Butterfly,2016,300,12,1,1,0
Boxing,200m,2008,500,12,1,1,1
Cycling,Relay,2016,973,24,1,1,1
Weightlifting,All Around,2016,267,34,1,1,1
Gymnastics,400m,2012,834,37,1,1,0
Swimming,Final,2016,641,9,1,0,1
Weightlifting,400m,2020,429,21,1,1,0
Gymnastics,100m,2016,785,9,1,1,1
Gymnastics,Doubles,2008,758,21,0,1,0
Rowing,Final,2008,75,9,0,1,1
Boxing,100m,2008,151,13,1,1,1
Shooting,100m,2012,933,23,1,1,0
Boxing,200m,2020,299,45,0,1,0
Cycling,Relay,2024,626,34,0,0,1
Tennis,Singles,2024,862,10,0,0,1
Gymnastics,100m,2020,716,46,1,1,0
Wrestling,All Around,2016,785,47,1,0,1
Cycling,Butterfly,2024,225,43,0,1,0
Swimming,200m,2004,142,10,0,0,1
Shooting,Final,2008,398,17,0,0,0
Wrestling,All Around,2024,591,25,0,0,1
Tennis,200m,2024,212,25,0,1,1
Weightlifting,Final,2016,898,39,0,0,1
Wrestling,Final,2020,733,4,0,0,0
Rowing,Doubles,2012,782,6,0,1,0
Swimming,200m,2004,921,22,1,1,0
Tennis,Freestyle,2020,733,45,0,0,0
Shooting,Singles,2020,655,49,0,1,1
Athletics,100m,2012,63,18,0,0,1
Wrestling,Butterfly,2020,349,5,0,1,0
Shooting,200m,2012,528,42,0,1,1
Tennis,Freestyle,2012,518,4,0,0,0
Athletics,Butterfly,2020,954,21,1,1,1
Athletics,All Around,2016,563,17,0,0,0
Gymnastics,All Around,2024,106,26,0,1,0
Wrestling,200m,2004,375,34,1,1,1
Athletics,200m,2020,585,31,1,1,1
Weightlifting,Singles,2008,680,13,0,1,0
Tennis,100m,2024,329,2,1,0,1
Cycling,Final,2012,660,35,0,1,1
Boxing,All Around,2024,154,35,1,0,1
Cycling,Relay,2020,672,38,0,1,0
Wrestling,Butterfly,2024,146,7,1,1,1
Shooting,100m,2004,698,22,1,1,1
Shooting,All Around,2020,890,14,0,0,0
Gymnastics,Singles,2012,210,11,1,0,1
Wrestling,Butterfly,2020,574,42,0,1,1
Athletics,Freestyle,2024,728,4,0,1,0
Shooting,Freestyle,2012,437,7,0,0,1
Cycling,100m,2020,939,37,1,0,0
Tennis,Relay,2020,886,46,0,1,1
Tennis,All Around,2024,973,49,0,0,1
Gymnastics,Freestyle,2008,710,47,1,1,0
Swimming,Doubles,2004,9,29,0,0,0
Swimming,400m,2024,879,18,0,0,1
Rowing,All Around,2008,910,44,0,1,1
Tennis,All Around,2004,776,40,1,0,1
Athletics,Butterfly,2012,727,40,1,1,1
Wrestling,All Around,2016,304,3,1,0,0
Rowing,Final,2004,18,40,1,0,0
Rowing,400m,2024,389,44,1,0,1
Weightlifting,Relay,2024,187,9,0,0,1
Cycling,Doubles,2024,14,30,0,1,1
Tennis,Relay,2016,52,49,0,1,1
Weightlifting,200m,2004,930,22,0,0,0
Athletics,Butterfly,2024,849,10,1,0,0
Shooting,100m,2008,411,23,0,1,1
Boxing,Doubles,2016,885,36,0,0,1
Rowing,Singles,2020,731,14,1,1,0
Weightlifting,400m,2004,291,37,1,1,0
Rowing,Butterfly,2008,994,46,1,1,1
Cycling,400m,2004,898,14,0,1,0
Wrestling,Butterfly,2012,150,50,0,1,1
Shooting,Freestyle,2012,879,38,0,1,0
Rowing,100m,2004,831,3,0,0,1
Swimming,200m,2012,683,48,1,0,1
Athletics,Doubles,2004,573,50,1,1,0
Gymnastics,All Around,2004,411,42,0,0,0
Cycling,Freestyle,2016,866,42,0,1,0
Swimming,200m,2004,59,47,0,0,0
Athletics,Singles,2016,534,8,0,1,0
Gymnastics,Singles,2024,972,15,1,1,0
Boxing,Singles,2020,775,12,0,0,0
Rowing,Relay,2024,455,27,1,0,0
Wrestling,Butterfly,2008,547,42,0,0,0
Gymnastics,Butterfly,2020,69,23,1,1,1
Tennis,100m,2012,934,46,0,0,0
Swimming,Freestyle,2024,562,14,0,0,1
Tennis,Relay,2020,459,40,1,0,0
Shooting,Doubles,2004,765,20,0,1,0
Tennis,Butterfly,2024,885,23,0,0,1
Tennis,Butterfly,2016,707,7,1,1,1
Gymnastics,Singles,2020,830,14,1,0,1
Shooting,Singles,2024,683,23,0,0,1
Gymnastics,All Around,2016,177,38,0,0,1
Wrestling,Butterfly,2016,528,45,0,0,1
Wrestling,200m,2016,837,21,0,0,0
Tennis,Final,2020,598,16,1,0,0
Boxing,Freestyle,2020,489,31,1,0,1
Boxing,Doubles,2016,390,19,0,0,1
Shooting,100m,2012,31,5,1,0,1
Athletics,Butterfly,2012,495,36,0,0,0
Weightlifting,Freestyle,2016,360,6,1,0,0
Rowing,Singles,2016,41,4,1,0,0
Weightlifting,400m,2012,277,39,0,1,1
Boxing,All Around,2004,642,15,0,0,0
Swimming,200m,2004,749,10,1,0,0
Shooting,Butterfly,2024,37,32,1,0,0
Wrestling,Doubles,2012,153,12,0,0,0
Wrestling,Doubles,2008,841,8,0,1,0
Swimming,100m,2016,655,13,0,0,1
Gymnastics,Butterfly,2024,728,28,0,1,1
Boxing,Relay,2016,968,48,1,0,1
Tennis,200m,2024,781,18,1,1,1
Wrestling,All Around,2012,51,47,1,1,0
Boxing,Final,2012,963,24,0,1,1
Athletics,Final,2016,672,28,1,1,0
Rowing,Singles,2008,806,19,0,1,1
Gymnastics,Butterfly,2016,222,28,1,1,1
Cycling,400m,2004,882,43,1,1,1
Shooting,All Around,2004,947,33,1,0,0
Wrestling,Doubles,2020,224,43,1,1,0
Wrestling,Doubles,2024,346,35,0,1,0
Rowing,Freestyle,2004,370,47,0,0,1
Wrestling,All Around,2008,751,1,0,1,0
Rowing,400m,2020,777,13,0,1,1
Cycling,All Around,2008,865,38,1,1,1
Swimming,Relay,2020,948,2,0,1,0
Boxing,Singles,2012,113,23,0,0,0
Rowing,Freestyle,2004,674,12,0,1,0
Boxing,Relay,2004,143,30,1,0,0
Tennis,Doubles,2012,193,6,0,0,0
Cycling,Freestyle,2020,30,18,0,1,1
Gymnastics,All Around,2012,153,36,1,1,0
Boxing,200m,2024,53,34,1,1,0
Shooting,Relay,2020,733,44,1,1,1
Boxing,200m,2012,648,49,1,0,0
Weightlifting,Relay,2012,97,6,1,1,1
Boxing,Freestyle,2024,226,45,1,0,1
Gymnastics,All Around,2008,557,7,1,1,0
Cycling,All Around,2012,395,7,0,0,1
Tennis,Freestyle,2016,737,47,0,1,1
Athletics,400m,2016,30,33,1,0,1
Wrestling,400m,2004,604,40,0,1,0
Athletics,Doubles,2016,247,2,0,1,0
Wrestling,All Around,2004,319,22,0,1,0
Gymnastics,Butterfly,2016,234,44,0,0,0
Rowing,Relay,2020,942,36,0,1,1
Athletics,Final,2024,156,4,0,1,0
Wrestling,Final,2012,48,44,0,0,0
Athletics,Relay,2012,136,31,1,1,1
Wrestling,All Around,2008,621,40,0,0,1
Rowing,Doubles,2004,767,19,1,0,0
Shooting,Relay,2024,307,16,1,1,0
Athletics,100m,2024,669,11,1,1,0
Athletics,Freestyle,2004,418,10,0,1,0
Wrestling,Freestyle,2004,932,29,0,0,0
Wrestling,400m,2024,630,6,0,1,0
Weightlifting,400m,2008,101,38,0,1,0
Boxing,All Around,2008,696,30,1,1,0
Swimming,Freestyle,2008,579,33,1,1,0
Tennis,Final,2012,871,39,0,1,0
Swimming,Final,2012,326,4,0,0,0
Gymnastics,Butterfly,2024,827,34,0,1,0
Cycling,Final,2024,355,4,0,1,1
Tennis,Butterfly,2004,244,42,0,1,0
Weightlifting,Relay,2012,418,44,1,1,1
Athletics,Singles,2024,741,10,0,1,0
Swimming,200m,2008,851,36,0,1,0
Athletics,100m,2012,103,16,0,1,1
Swimming,200m,2020,318,11,0,0,0
Cycling,Singles,2024,561,11,1,0,0
Swimming,Singles,2024,202,44,0,1,0
Wrestling,Relay,2016,862,1,0,0,1
Cycling,Butterfly,2020,13,30,1,1,1
Tennis,400m,2004,44,2,1,0,0
Rowing,200m,2004,990,31,0,1,0
Wrestling,Relay,2012,575,24,0,1,0
Gymnastics,Relay,2016,7,34,1,0,0
Weightlifting,200m,2020,272,42,1,1,1
Boxing,Butterfly,2020,484,10,1,1,1
Wrestling,200m,2020,191,30,1,1,0
Cycling,All Around,2016,752,44,0,1,0
Wrestling,Relay,2020,363,26,0,0,1
Wrestling,All Around,2020,225,2,1,1,1
Cycling,All Around,2004,201,35,1,1,0
Gymnastics,400m,2008,704,42,1,1,0
Rowing,Final,2016,908,25,0,1,1
Cycling,Relay,2004,304,44,0,0,1
Wrestling,200m,2024,306,12,0,1,0
Rowing,Singles,2008,116,39,1,1,0
Wrestling,Final,2016,28,17,1,1,1
Shooting,Doubles,2016,608,33,1,0,0
Wrestling,Singles,2020,799,15,0,0,1
Shooting,Relay,2016,700,39,0,1,0
Athletics,Freestyle,2020,999,12,0,0,0
Tennis,100m,2016,338,39,0,1,0
Swimming,Final,2004,387,48,0,0,0
Shooting,All Around,2008,132,33,0,1,1
Athletics,Singles,2008,21,6,0,1,1
Swimming,All Around,2012,694,29,1,1,1
Weightlifting,Doubles,2016,640,39,0,1,0
Gymnastics,200m,2016,128,8,1,1,1
Wrestling,Freestyle,2020,756,7,0,0,1
Athletics,All Around,2008,648,44,1,1,0
Athletics,Butterfly,2008,849,7,0,1,1
Boxing,All Around,2008,763,49,1,0,1
Weightlifting,Final,2020,421,14,1,0,0
Weightlifting,Relay,2020,874,45,0,1,0
Swimming,200m,2008,659,1,1,0,1
Tennis,Freestyle,2008,815,44,0,0,1
Cycling,Relay,2016,944,8,0,0,1
Weightlifting,Singles,2012,275,38,0,0,1
Weightlifting,100m,2008,488,44,0,1,1
Boxing,Singles,2012,516,15,1,1,0
Weightlifting,Doubles,2020,777,8,0,1,1
Cycling,Doubles,2024,158,10,1,1,0
Tennis,Final,2004,854,39,0,1,0
Rowing,All Around,2016,920,12,0,0,0
Wrestling,100m,2004,713,35,1,0,1
Boxing,Final,2004,845,14,1,1,0
Athletics,Freestyle,2016,223,50,0,0,0
Tennis,Doubles,2016,534,43,1,0,1
Rowing,Freestyle,2020,552,30,0,1,0
Shooting,Doubles,2020,888,12,0,1,1
Cycling,Freestyle,2024,969,49,0,1,1
Shooting,200m,2004,899,14,0,1,0
Wrestling,All Around,2004,490,45,0,0,1
Cycling,Final,2004,724,12,1,0,0
Gymnastics,Final,2004,705,40,0,0,1
Cycling,400m,2024,241,28,1,1,0
Athletics,Singles,2004,665,20,1,1,0
Rowing,Singles,2012,160,43,0,0,1
Cycling,Freestyle,2004,715,39,1,1,1
Boxing,200m,2004,685,48,1,0,1
Wrestling,Final,2004,628,37,1,0,1
Tennis,Freestyle,2008,636,35,0,0,1
Swimming,Freestyle,2012,851,41,0,1,1
Athletics,Doubles,2004,521,12,1,0,0
Swimming,Relay,2012,393,21,1,0,0
Swimming,400m,2008,492,25,1,1,1
Weightlifting,400m,2008,584,23,0,0,1
Athletics,Doubles,2012,96,5,0,0,0
Rowing,400m,2012,670,41,0,1,0
Wrestling,Butterfly,2024,182,33,0,1,1
Cycling,Relay,2012,691,34,0,0,1
Cycling,All Around,2012,105,48,1,1,1
Swimming,Singles,2016,795,24,1,0,1
Cycling,Singles,2008,393,40,0,1,1
Swimming,All Around,2012,210,22,0,1,0
Shooting,Singles,2020,383,39,1,1,0
Cycling,Doubles,2016,827,39,1,1,1
Cycling,Freestyle,2020,99,31,1,1,0
Rowing,All Around,2004,822,36,0,0,0
Weightlifting,Doubles,2012,281,9,1,0,1
Rowing,Doubles,2024,412,43,1,1,1
Tennis,Doubles,2020,626,38,1,1,0
Wrestling,200m,2016,718,42,0,1,0
Athletics,Final,2020,451,6,0,0,0
Shooting,Final,2024,955,29,0,1,1
Tennis,Freestyle,2016,443,47,1,0,1
Athletics,Singles,2024,518,28,0,0,1
Tennis,Final,2012,577,47,0,0,1
Cycling,Freestyle,2020,909,41,1,1,0
Rowing,Freestyle,2004,662,22,1,1,0
Tennis,Freestyle,2012,47,9,1,0,1
Athletics,All Around,2024,550,38,0,1,1
Athletics,Final,2004,865,9,1,0,0
Shooting,Freestyle,2024,503,28,0,1,1
Shooting,200m,2024,422,49,0,1,0
Wrestling,Singles,2004,688,25,0,1,1
Cycling,100m,2024,861,6,0,0,0
Tennis,Singles,2020,387,39,1,0,0
Swimming,Final,2024,943,33,1,0,1
Tennis,Freestyle,2020,386,49,1,0,0
Wrestling,Freestyle,2016,151,4,0,1,0
Rowing,Final,2024,289,14,1,1,1
Cycling,Relay,2004,551,5,0,0,0
Boxing,All Around,2024,432,6,1,0,1
Cycling,200m,2016,309,18,1,1,1
Wrestling,400m,2024,424,9,1,0,1
Tennis,Singles,2012,714,3,1,1,1
Tennis,Freestyle,2020,280,44,1,0,1
Shooting,Freestyle,2008,602,23,0,1,1
Rowing,100m,2008,488,25,1,1,1
Rowing,100m,2012,894,10,0,1,1
Tennis,Freestyle,2004,316,39,1,1,0
Rowing,200m,2004,325,49,1,0,0
Swimming,Doubles,2020,60,3,0,1,0
Wrestling,Freestyle,2016,366,47,0,0,1
Rowing,Freestyle,2008,538,22,1,1,0
Boxing,400m,2008,886,44,0,1,1
Swimming,100m,2004,267,30,0,0,0
Swimming,Relay,2012,599,49,1,1,0
Athletics,Doubles,2024,784,39,1,1,0
Athletics,Singles,2004,700,21,0,1,1
Wrestling,Butterfly,2004,320,47,1,1,1
Wrestling,200m,2020,659,49,1,1,0
Rowing,All Around,2024,598,27,1,1,0
Weightlifting,100m,2024,382,46,0,1,1
Boxing,Doubles,2020,384,2,0,1,0
Cycling,Relay,2004,748,12,0,1,1
Rowing,100m,2012,285,31,0,1,0
Gymnastics,200m,2012,57,23,0,0,0
Shooting,Butterfly,2016,34,20,1,1,1
Cycling,Relay,2020,605,6,1,1,1
Gymnastics,Final,2016,307,20,0,0,0
Boxing,Doubles,2012,289,7,0,0,0
Shooting,All Around,2024,232,23,0,1,1
Rowing,All Around,2016,310,7,0,0,0
Boxing,200m,2020,691,13,0,0,1
Shooting,Freestyle,2008,274,27,1,0,1
Cycling,Doubles,2020,795,35,1,0,0
Tennis,Singles,2020,336,22,0,1,0
Gymnastics,Singles,2016,339,24,0,1,1
Boxing,Doubles,2008,221,35,0,0,0
Rowing,Singles,2020,94,36,0,0,0
Shooting,200m,2012,887,25,0,1,0
Weightlifting,400m,2012,937,11,0,1,1
Cycling,100m,2020,754,7,0,0,1
Gymnastics,All Around,2008,303,6,0,1,1
Athletics,Relay,2008,86,22,1,1,0
Swimming,200m,2012,229,3,0,0,1
Rowing,100m,2016,452,35,0,0,0
Weightlifting,Butterfly,2012,629,36,1,1,1
Tennis,Butterfly,2024,860,46,1,0,1
Boxing,Final,2004,802,36,0,0,0
Wrestling,Doubles,2020,274,22,0,0,1
Rowing,200m,2020,940,47,0,0,1
Athletics,Butterfly,2024,390,45,0,0,0
Shooting,400m,2008,681,17,0,0,1
Shooting,400m,2016,845,33,0,0,0
Tennis,Freestyle,2024,412,11,1,1,0
Swimming,Singles,2008,647,18,1,0,0
Swimming,Freestyle,2020,236,9,1,1,0
Gymnastics,Singles,2024,467,4,0,0,0
Swimming,100m,2024,677,30,1,1,1
Gymnastics,Final,2008,570,30,0,0,1
Athletics,Final,2012,191,46,0,1,0
Gymnastics,Singles,2016,17,25,0,1,0
Gymnastics,400m,2012,14,27,1,1,1
Rowing,All Around,2016,710,39,1,0,0
Rowing,200m,2024,515,47,1,1,1
Rowing,Relay,2004,97,25,1,1,1
Gymnastics,Relay,2020,573,32,1,1,1
Wrestling,Doubles,2020,850,16,0,0,1
Swimming,Butterfly,2024,132,9,0,0,0
Cycling,Singles,2016,10,18,1,1,1
Athletics,Doubles,2020,16,14,0,0,1
Athletics,Final,2020,601,49,1,0,0
Weightlifting,Final,2012,76,38,0,1,1
Weightlifting,100m,2012,239,20,1,0,0
Weightlifting,Freestyle,2004,981,48,1,1,0
Swimming,Doubles,2012,747,15,0,1,1
Swimming,Singles,2012,886,33,1,1,1
Wrestling,400m,2020,913,11,1,0,0
Shooting,400m,2024,550,1,0,0,0
Cycling,Freestyle,2008,43,28,1,1,1
Wrestling,All Around,2016,655,32,0,1,1
Boxing,Singles,2008,492,18,1,1,1
Boxing,400m,2004,237,23,0,0,1
Boxing,Freestyle,2024,807,46,1,0,1
Rowing,Singles,2024,469,18,0,0,1
Shooting,Butterfly,2024,909,11,1,1,1
Athletics,200m,2020,634,32,1,1,1
Cycling,Final,2020,417,23,1,0,1
Wrestling,Final,2004,627,26,1,1,0
Swimming,100m,2020,979,14,1,0,0
Athletics,Butterfly,2008,858,3,0,1,1
Gymnastics,400m,2012,149,9,1,0,1
Weightlifting,400m,2016,391,27,0,1,1
Swimming,200m,2024,896,33,0,1,0
Cycling,Relay,2012,567,1,0,1,0
Tennis,Relay,2012,814,34,1,1,1
Athletics,Freestyle,2012,268,18,1,0,1
Cycling,Doubles,2008,914,26,0,1,1
Rowing,Butterfly,2024,718,9,1,0,0
Boxing,Relay,2016,948,45,1,0,0
Weightlifting,400m,2024,544,23,1,1,0
Shooting,Freestyle,2024,44,11,0,1,1
Cycling,Singles,2008,882,2,1,1,1
Boxing,Singles,2008,92,11,1,0,1
Rowing,Relay,2020,380,26,1,1,1
Wrestling,100m,2016,575,40,0,1,1
Athletics,Doubles,2024,584,7,0,1,1
Boxing,Freestyle,2004,157,37,1,1,0
Rowing,Doubles,2008,348,14,0,1,1
Weightlifting,Singles,2008,533,49,0,1,1
Rowing,All Around,2016,445,23,1,1,0
Tennis,100m,2012,334,20,1,0,1
Cycling,Butterfly,2020,483,43,1,0,1
Wrestling,Doubles,2008,974,10,0,1,0
Tennis,Butterfly,2024,247,20,0,1,0
Boxing,Doubles,2016,478,8,0,0,0
Athletics,Freestyle,2024,259,30,1,0,1
Weightlifting,Final,2008,680,5,1,1,0
Gymnastics,Freestyle,2012,480,33,1,1,1
Athletics,Relay,2012,277,42,1,1,0
Wrestling,Singles,2012,897,42,1,1,0
Weightlifting,Freestyle,2008,244,10,1,1,1
Shooting,100m,2024,768,38,1,1,1
Tennis,Freestyle,2020,101,42,1,1,0
Gymnastics,Singles,2012,644,41,0,0,1
Gymnastics,Relay,2008,760,48,1,1,0
Rowing,100m,2016,105,17,1,1,0
Rowing,All Around,2024,605,32,0,1,0
Shooting,Freestyle,2024,328,37,1,0,0
Tennis,Final,2012,732,50,1,0,0
Tennis,100m,2008,624,25,0,0,0
Tennis,Freestyle,2020,695,2,0,0,1
Swimming,Butterfly,2016,587,42,1,0,1
Shooting,Butterfly,2024,612,12,1,1,0
Wrestling,400m,2004,768,24,0,1,1
Wrestling,Relay,2012,203,28,1,0,1
Boxing,Singles,2020,418,3,1,0,1
Gymnastics,400m,2020,552,14,1,0,0
Cycling,Freestyle,2004,772,13,0,0,1
Cycling,100m,2020,480,20,0,1,1
Weightlifting,Relay,2016,415,44,0,1,1
Weightlifting,Butterfly,2016,788,5,1,0,0
Swimming,100m,2016,690,47,0,1,1
Boxing,Singles,2008,400,2,0,1,0
Wrestling,Relay,2024,483,38,1,0,0
Shooting,Singles,2016,440,38,0,0,0
Gymnastics,Relay,2008,78,17,0,1,0
Wrestling,200m,2004,600,32,0,1,1
Wrestling,Freestyle,2016,987,17,1,1,1
Cycling,400m,2012,703,21,1,1,0
Athletics,Singles,2004,817,50,1,0,0
Wrestling,All Around,2008,524,2,1,0,0
Cycling,Singles,2024,659,35,0,0,1
Wrestling,Singles,2012,800,7,1,1,0
Rowing,Butterfly,2024,138,11,0,0,1
Shooting,Relay,2008,249,21,1,0,0
Athletics,400m,2016,174,35,0,1,0
Cycling,100m,2020,494,50,1,1,1
Tennis,100m,2024,587,1,1,1,1
Athletics,Singles,2008,795,30,1,0,1
Swimming,All Around,2016,670,31,0,1,0
Athletics,All Around,2008,43,19,1,0,1
Athletics,Singles,2016,834,37,0,0,0
Gymnastics,Butterfly,2012,671,22,1,1,1
Tennis,Final,2004,603,40,0,1,0
Boxing,Relay,2020,699,2,1,1,0
Weightlifting,All Around,2024,16,15,1,0,1
Athletics,Doubles,2016,700,4,0,0,1
Shooting,Doubles,2004,193,26,0,1,1
Swimming,All Around,2012,180,8,1,0,0
Weightlifting,Relay,2024,923,26,0,1,0
Wrestling,100m,2008,179,8,1,0,1
Boxing,Final,2020,11,10,0,0,1
Shooting,Relay,2020,848,20,0,0,0
Wrestling,Freestyle,2016,246,21,0,1,1
Boxing,Final,2016,588,14,1,0,0
Gymnastics,200m,2012,49,49,0,0,0
Cycling,200m,2020,339,24,1,0,0
Boxing,Doubles,2016,103,32,1,0,1
Swimming,Relay,2004,354,27,1,0,1
Athletics,400m,2012,932,45,1,0,1
Athletics,Butterfly,2012,554,15,1,0,0
Tennis,Butterfly,2020,266,8,1,1,1
Tennis,Butterfly,2004,10,25,1,0,1
Boxing,Doubles,2024,466,44,0,0,1
Cycling,100m,2008,232,12,1,1,1
Boxing,All Around,2012,890,22,0,0,1
Shooting,Final,2020,880,3,1,1,0
Athletics,Singles,2004,353,25,0,1,1
Gymnastics,All Around,2004,466,39,1,1,1
Wrestling,200m,2004,111,4,1,1,1
Rowing,All Around,2012,297,44,1,1,1
Tennis,400m,2020,579,30,0,0,1
Weightlifting,Relay,2012,520,22,1,0,0
Weightlifting,100m,2020,520,17,1,1,1
Swimming,Butterfly,2016,741,38,0,1,0
